Player,Position,Date of Birth,Age,Caps,Team,Year
Bob Casey,Lock,1979-07-18,29,5,Ireland,2009
Donncha O'Callaghan,Lock,1979-03-23,29,50,Ireland,2009
Paul O'Connell,Lock,1979-10-20,29,57,Ireland,2009
Mick O'Driscoll,Lock,1978-10-08,30,15,Ireland,2009
Malcolm O'Kelly,Lock,1974-07-19,34,91,Ireland,2009
Donnacha Ryan,Lock,1983-12-11,25,1,Ireland,2009
Stephen Ferris,Flanker,1985-08-02,23,8,Ireland,2009
Shane Jennings,Flanker,1981-07-08,27,5,Ireland,2009
Alan Quinlan,Flanker,1974-07-13,34,27,Ireland,2009
David Wallace,Flanker,1976-07-08,32,50,Ireland,2009
Jamie Heaslip,Number 8,1983-12-03,25,13,Ireland,2009
Denis Leamy,Number 8,1981-11-27,27,34,Ireland,2009
Tomás O'Leary,Scrum-half,1983-10-22,25,3,Ireland,2009
Eoin Reddan,Scrum-half,1980-11-20,28,14,Ireland,2009
Peter Stringer,Scrum-half,1977-12-13,31,85,Ireland,2009
Ronan O'Gara,Fly-half,1977-03-07,31,87,Ireland,2009
Johnny Sexton,Fly-half,1985-07-11,23,0,Ireland,2009
Darren Cave,Centre,1987-04-05,21,0,Ireland,2009
Gordon D'Arcy,Centre,1980-02-10,28,37,Ireland,2009
Keith Earls,Centre,1987-10-02,21,2,Ireland,2009
Brian O'Driscoll (c),Centre,1979-01-21,30,88,Ireland,2009
Paddy Wallace,Centre,1979-08-27,29,12,Ireland,2009
Tommy Bowe,Wing,1984-02-22,24,18,Ireland,2009
Ian Dowling,Wing,1982-10-05,26,0,Ireland,2009
Luke Fitzgerald,Wing,1987-09-13,21,7,Ireland,2009
Shane Horgan,Wing,1978-07-18,30,64,Ireland,2009
Andrew Trimble,Wing,1984-10-20,24,24,Ireland,2009
Girvan Dempsey,Fullback,1975-10-02,33,82,Ireland,2009
Rob Kearney,Fullback,1986-03-26,22,11,Ireland,2009
Geordan Murphy,Fullback,1978-04-19,30,59,Ireland,2009
Carlo Festuccia,Hooker,1980-06-20,28,45,Italy,2009
Leonardo Ghiraldini,Hooker,1984-12-26,24,16,Italy,2009
Fabio Ongaro,Hooker,1977-09-23,31,59,Italy,2009
Franco Sbaraglini,Hooker,1982-12-03,26,0,Italy,2009
Martin Castrogiovanni,Prop,1981-10-21,27,54,Italy,2009
Carlos Nieto,Prop,1976-06-25,32,31,Italy,2009
Salvatore Perugini,Prop,1978-03-06,30,55,Italy,2009
Ignacio Fernández Rouyet,Prop,1978-10-22,30,2,Italy,2009
Fabio Staibano,Prop,1983-04-20,25,6,Italy,2009
Marco Bortolami,Lock,1980-06-12,28,70,Italy,2009
Carlo Del Fava,Lock,1981-07-01,27,33,Italy,2009
Santiago Dellapè,Lock,1978-05-09,30,52,Italy,2009
Jean-François Montauriol,Lock,1983-03-21,25,0,Italy,2009
Tommaso Reato,Lock,1984-05-12,24,6,Italy,2009
Mauro Bergamasco,Flanker,1979-05-01,29,69,Italy,2009
Simone Favaro,Flanker,1988-11-07,20,0,Italy,2009
Josh Sole,Flanker,1980-02-15,28,33,Italy,2009
Alessandro Zanni,Flanker,1984-01-31,25,26,Italy,2009
Sergio Parisse (c),Number 8,1983-09-13,25,57,Italy,2009
Pablo Canavosio,Scrum-half,1981-12-26,27,22,Italy,2009
Paul Griffen,Scrum-half,1982-09-26,26,38,Italy,2009
Giulio Toniolatti,Scrum-half,1984-01-15,25,1,Italy,2009
Kris Burton,Fly-half,1980-08-04,28,2,Italy,2009
Luke McLean,Fly-half,1987-06-29,21,3,Italy,2009
Luciano Orquera,Fly-half,1981-10-12,27,12,Italy,2009
Mirco Bergamasco,Centre,1983-02-23,25,56,Italy,2009
Gonzalo Canale,Centre,1982-11-11,26,42,Italy,2009
Gonzalo García,Centre,1984-02-18,24,5,Italy,2009
Gilberto Pavan,Centre,1986-10-13,22,0,Italy,2009
Roberto Quartaroli,Centre,1988-03-29,20,0,Italy,2009
Andrea Bacchetti,Wing,1988-07-04,20,0,Italy,2009
Matteo Pratichetti,Wing,1985-07-27,23,12,Italy,2009
Kaine Robertson,Wing,1980-10-29,28,35,Italy,2009
Giulio Rubini,Wing,1987-04-22,21,0,Italy,2009
Michele Sepe,Wing,1986-10-08,22,2,Italy,2009
Andrea Marcato,Fullback,1983-04-13,25,12,Italy,2009
Andrea Masi,Fullback,1981-03-30,27,44,Italy,2009
Ross Ford,Hooker,1984-04-23,24,25,Italy,2009
Dougie Hall,Hooker,1980-09-24,28,23,Scotland,2009
Geoff Cross,Prop,1982-12-11,26,0,Scotland,2009
Alasdair Dickinson,Prop,1983-09-11,25,8,Scotland,2009
Allan Jacobsen,Prop,1978-09-22,30,29,Scotland,2009
Moray Low,Prop,1984-11-28,24,0,Scotland,2009
Euan Murray,Prop,1980-08-07,28,25,Scotland,2009
Craig Hamilton,Lock,1979-09-01,29,5,Scotland,2009
Jim Hamilton,Lock,1982-11-17,26,19,Scotland,2009
Nathan Hines,Lock,1976-11-29,32,56,Scotland,2009
Alastair Kellock,Lock,1981-06-14,27,14,Scotland,2009
Jason White,Lock,1978-04-17,30,67,Scotland,2009
John Barclay,Flanker,1986-09-24,22,4,Scotland,2009
Kelly Brown,Flanker,1982-06-08,26,26,Scotland,2009
Scott Gray,Flanker,1978-02-25,30,1,Scotland,2009
Alasdair Strokosch,Flanker,1983-02-21,25,7,Scotland,2009
Allister Hogg,Number 8,1983-07-20,25,47,Scotland,2009
Simon Taylor,Number 8,1979-08-17,29,60,Scotland,2009
Mike Blair (c),Scrum-half,1981-04-20,27,53,Scotland,2009
Chris Cusiter,Scrum-half,1982-06-13,26,39,Scotland,2009
Rory Lawson,Scrum-half,1981-03-12,27,10,Scotland,2009
Phil Godman,Fly-half,1982-05-20,26,9,Scotland,2009
Ruaridh Jackson,Fly-half,1988-02-12,20,0,Scotland,2009
Dan Parks,Fly-half,1978-05-26,30,47,Scotland,2009
Ben Cairns,Centre,1985-10-29,23,5,Scotland,2009
Nick De Luca,Centre,1984-02-01,25,7,Scotland,2009
Max Evans,Centre,1983-09-12,25,1,Scotland,2009
Graeme Morrison,Centre,1982-10-17,26,9,Scotland,2009
Simon Danielli,Wing,1979-09-08,29,16,Scotland,2009
Thom Evans,Wing,1985-04-02,23,3,Scotland,2009
Sean Lamont,Wing,1981-01-15,28,35,Scotland,2009
Simon Webster,Wing,1981-03-08,27,36,Scotland,2009
Rory Lamont,Fullback,1982-10-10,26,19,Scotland,2009
Chris Paterson,Fullback,1978-03-30,30,90,Scotland,2009
Hugo Southwell,Fullback,1980-05-14,28,44,Scotland,2009
Huw Bennett,Hooker,1983-06-11,25,18,Wales,2009
Matthew Rees,Hooker,1980-12-09,28,25,Wales,2009
Gethin Jenkins,Prop,1980-11-17,28,63,Wales,2009
Adam Jones,Prop,1981-03-08,27,52,Wales,2009
Rhys Thomas,Prop,1982-07-31,26,6,Wales,2009
John Yapp,Prop,1983-04-09,25,10,Wales,2009
Luke Charteris,Lock,1983-03-09,25,6,Wales,2009
Bradley Davies,Lock,1987-01-09,22,0,Wales,2009
Ian Gough,Lock,1976-11-10,32,55,Wales,2009
Alun Wyn Jones,Lock,1985-09-19,23,21,Wales,2009
Dafydd Jones,Flanker,1979-06-24,29,34,Wales,2009
Robin Sowden-Taylor,Flanker,1982-06-09,26,6,Wales,2009
Jonathan Thomas,Flanker,1982-12-27,26,46,Wales,2009
Martyn Williams,Flanker,1975-09-01,33,84,Wales,2009
Ryan Jones (c),Number 8,1981-03-13,27,27,Wales,2009
Andy Powell,Number 8,1981-08-23,27,2,Wales,2009
Gareth Cooper,Scrum-half,1979-05-07,29,40,Wales,2009
Warren Fury,Scrum-half,1985-12-10,23,2,Wales,2009
Dwayne Peel,Scrum-half,1981-08-31,27,64,Wales,2009
Mike Phillips,Scrum-half,1982-08-29,26,33,Wales,2009
James Hook,Fly-half,1985-06-27,23,30,Wales,2009
Stephen Jones,Fly-half,1977-12-08,31,75,Wales,2009
Andrew Bishop,Centre,1985-08-07,23,3,Wales,2009
Gavin Henson,Centre,1982-02-01,27,28,Wales,2009
Jamie Roberts,Centre,1986-11-08,22,7,Wales,2009
Tom Shanklin,Centre,1979-11-24,29,58,Wales,2009
Leigh Halfpenny,Wing,1988-12-22,20,3,Wales,2009
Mark Jones,Wing,1979-11-07,29,43,Wales,2009
Shane Williams,Wing,1977-02-26,31,61,Wales,2009
Lee Byrne,Fullback,1980-06-01,28,22,Wales,2009
George Chuter,Hooker,1976-07-09,32,19,England,2008
Lee Mears,Hooker,1979-03-05,29,18,England,2008
Mark Regan,Hooker,1972-01-28,36,43,England,2008
Jason Hobson,Prop,1983-02-10,25,0,England,2008
Tim Payne,Prop,1979-04-29,29,5,England,2008
Andrew Sheridan,Prop,1979-11-01,29,20,England,2008
Matt Stevens,Prop,1982-10-01,26,20,England,2008
Phil Vickery (c),Prop,1976-03-14,32,60,England,2008
Steve Borthwick,Lock,1979-10-12,29,32,England,2008
Louis Deacon,Lock,1980-10-07,28,6,England,2008
Ben Kay,Lock,1975-12-14,33,53,England,2008
Simon Shaw,Lock,1973-09-01,35,43,England,2008
Tom Croft,Flanker,1985-11-07,23,0,England,2008
James Haskell,Flanker,1985-04-02,23,2,England,2008
Michael Lipman,Flanker,1980-01-16,28,3,England,2008
Magnus Lund,Flanker,1983-06-25,25,10,England,2008
Lewis Moody,Flanker,1978-06-12,30,52,England,2008
Tom Rees,Flanker,1984-09-11,24,8,England,2008
Joe Worsley,Flanker,1977-06-14,31,65,England,2008
Nick Easter,Number 8,1978-08-15,30,12,England,2008
Luke Narraway,Number 8,1983-09-07,25,0,England,2008
Danny Care,Scrum-half,1987-01-02,21,0,England,2008
Lee Dickson,Scrum-half,1985-03-29,23,0,England,2008
Andy Gomarsall,Scrum-half,1974-07-24,34,33,England,2008
Paul Hodgson,Scrum-half,1982-04-25,26,0,England,2008
Peter Richards,Scrum-half,1978-03-10,30,12,England,2008
Richard Wigglesworth,Scrum-half,1983-06-09,25,0,England,2008
Danny Cipriani,Fly-half,1987-11-02,21,0,England,2008
Shane Geraghty,Fly-half,1986-08-12,22,2,England,2008
Charlie Hodgson,Fly-half,1980-11-12,28,29,England,2008
Jonny Wilkinson,Fly-half,1979-05-25,29,65,England,2008
Toby Flood,Centre,1985-08-08,23,12,England,2008
Jamie Noon,Centre,1979-05-09,29,27,England,2008
Mathew Tait,Centre,1986-02-06,22,19,England,2008
Mike Tindall,Centre,1978-10-18,30,54,England,2008
Paul Sackey,Wing,1979-11-08,29,10,England,2008
James Simpson-Daniel,Wing,1982-05-30,26,10,England,2008
David Strettle,Wing,1983-07-23,25,3,England,2008
Lesley Vainikolo,Wing,1979-05-04,29,5,England,2008
Iain Balshaw,Fullback,1979-04-14,29,30,England,2008
Mark Cueto,Fullback,1979-12-26,29,24,England,2008
Guilhem Guirado,Hooker,1986-06-17,22,1,France,2008
William Servat,Hooker,1978-12-09,30,16,France,2008
Dimitri Szarzewski,Hooker,1983-01-26,25,22,France,2008
Fabien Barcella,Prop,1983-10-27,25,3,France,2008
Julien Brugnaut,Prop,1981-11-17,27,0,France,2008
Lionel Faure,Prop,1977-11-26,31,0,France,2008
Nicolas Mas,Prop,1980-05-25,28,15,France,2008
Jean-Baptiste Poux,Prop,1979-09-26,29,21,France,2008
Loic Jacquet,Lock,1985-03-31,23,2,France,2008
Arnaud Méla,Lock,1980-01-19,28,0,France,2008
Romain Millo-Chluski,Lock,1983-04-20,25,4,France,2008
Lionel Nallet (c),Lock,1976-09-14,32,32,France,2008
Pascal Papé,Lock,1980-12-05,28,16,France,2008
Jérôme Thion,Lock,1977-12-02,31,40,France,2008
Julien Bonnaire,Flanker,1978-09-20,30,37,France,2008
Ibrahim Diarra,Flanker,1983-05-25,25,1,France,2008
Thierry Dusautoir,Flanker,1981-11-18,27,11,France,2008
Fulgence Ouedraogo,Flanker,1986-07-21,22,1,France,2008
Imanol Harinordoquy,Number 8,1980-02-20,28,51,France,2008
Louis Picamoles,Number 8,1986-02-05,22,3,France,2008
Elvis Vermeulen,Number 8,1979-04-05,29,8,France,2008
Jean-Baptiste Élissalde,Scrum-half,1979-11-23,29,30,France,2008
Morgan Parra,Scrum-half,1988-11-15,20,0,France,2008
Julien Tomas,Scrum-half,1985-04-21,23,2,France,2008
Dimitri Yachvili,Scrum-half,1980-09-19,28,38,France,2008
David Skrela,Fly-half,1979-03-02,29,11,France,2008
François Trinh-Duc,Fly-half,1986-11-11,22,0,France,2008
Yann David,Centre,1988-04-15,20,1,France,2008
Florian Fritz,Centre,1984-01-17,24,25,France,2008
Yannick Jauzion,Centre,1978-07-28,30,55,France,2008
David Marty,Centre,1982-10-30,26,19,France,2008
Damien Traille,Centre,1979-06-12,29,58,France,2008
Vincent Clerc,Wing,1981-05-07,27,28,France,2008
Julien Malzieu,Wing,1983-05-04,25,0,France,2008
Aurélien Rougerie,Wing,1980-09-26,28,51,France,2008
Anthony Floch,Fullback,1983-02-12,25,3,France,2008
Cédric Heymans,Fullback,1978-07-20,30,37,France,2008
Clément Poitrenaud,Fullback,1982-05-20,26,32,France,2008
Rory Best,Hooker,1982-08-15,26,17,Ireland,2008
Jerry Flannery,Hooker,1978-10-17,30,21,Ireland,2008
Bernard Jackman,Hooker,1976-05-05,32,4,Ireland,2008
Tony Buckley,Prop,1980-10-08,28,2,Ireland,2008
John Hayes,Prop,1973-11-02,35,79,Ireland,2008
Cian Healy,Prop,1987-10-07,21,0,Ireland,2008
Marcus Horan,Prop,1977-09-07,31,51,Ireland,2008
Leo Cullen,Lock,1978-01-09,30,19,Ireland,2008
Donncha O'Callaghan,Lock,1979-03-23,29,40,Ireland,2008
Paul O'Connell,Lock,1979-10-20,29,52,Ireland,2008
Mick O'Driscoll,Lock,1978-10-08,30,11,Ireland,2008
Malcolm O'Kelly,Lock,1974-07-19,34,90,Ireland,2008
Neil Best,Flanker,1979-04-03,29,18,Ireland,2008
Simon Easterby,Flanker,1975-07-21,33,62,Ireland,2008
Johnny O'Connor,Flanker,1980-02-09,28,12,Ireland,2008
Alan Quinlan,Flanker,1974-07-13,34,25,Ireland,2008
David Wallace,Flanker,1976-07-08,32,41,Ireland,2008
Jamie Heaslip,Number 8,1983-12-03,25,3,Ireland,2008
Denis Leamy,Number 8,1981-11-27,27,27,Ireland,2008
Eoin Reddan,Scrum-half,1980-11-20,28,5,Ireland,2008
Peter Stringer,Scrum-half,1977-12-13,31,79,Ireland,2008
Ronan O'Gara,Fly-half,1977-03-07,31,77,Ireland,2008
Johnny Sexton,Fly-half,1985-07-11,23,0,Ireland,2008
Paddy Wallace,Fly-half,1979-08-27,29,9,Ireland,2008
Gordon D'Arcy,Centre,1980-02-10,28,36,Ireland,2008
Gavin Duffy,Centre,1981-09-18,27,9,Ireland,2008
Brian O'Driscoll (c),Centre,1979-01-21,29,79,Ireland,2008
Andrew Trimble,Centre,1984-10-20,24,19,Ireland,2008
Tommy Bowe,Wing,1984-02-22,24,10,Ireland,2008
Luke Fitzgerald,Wing,1987-09-13,21,2,Ireland,2008
Shane Horgan,Wing,1978-07-18,30,58,Ireland,2008
Rob Kearney,Wing,1986-03-26,22,1,Ireland,2008
Girvan Dempsey,Fullback,1975-10-02,33,78,Ireland,2008
Geordan Murphy,Fullback,1978-04-19,30,53,Ireland,2008
Carlo Festuccia,Hooker,1980-06-20,28,39,Italy,2008
Leonardo Ghiraldini,Hooker,1984-12-26,24,5,Italy,2008
Fabio Ongaro,Hooker,1977-09-23,31,18,Italy,2008
Martin Castrogiovanni,Prop,1981-10-21,27,45,Italy,2008
Lorenzo Cittadini,Prop,1982-12-17,26,0,Italy,2008
Andrea Lo Cicero,Prop,1976-05-07,32,67,Italy,2008
Carlos Nieto,Prop,1976-06-25,32,21,Italy,2008
Salvatore Perugini,Prop,1978-03-06,30,44,Italy,2008
Marco Bortolami,Lock,1980-06-12,28,67,Italy,2008
Carlo Del Fava,Lock,1981-07-01,27,21,Italy,2008
Santiago Dellapè,Lock,1978-05-09,30,44,Italy,2008
Antonio Pavanello,Lock,1982-10-13,26,0,Italy,2008
Tommaso Reato,Lock,1984-05-12,24,0,Italy,2008
Robert Barbieri,Flanker,1984-06-05,24,0,Italy,2008
Mauro Bergamasco,Flanker,1979-05-01,29,58,Italy,2008
Josh Sole,Flanker,1980-02-15,28,21,Italy,2008
Alessandro Zanni,Flanker,1984-01-31,24,16,Italy,2008
Jaco Erasmus,Number 8,1979-07-31,29,2,Italy,2008
Sergio Parisse (c),Number 8,1983-09-13,25,42,Italy,2008
Simon Picone,Scrum-half,1982-09-26,26,10,Italy,2008
Pietro Travagli,Scrum-half,1981-04-28,27,2,Italy,2008
Paolo Buso,Fly-half,1986-07-28,22,1,Italy,2008
Andrea Masi,Fly-half,1981-03-30,27,31,Italy,2008
Ramiro Pez,Fly-half,1978-12-06,30,40,Italy,2008
Mirco Bergamasco,Centre,1983-02-23,25,44,Italy,2008
Gonzalo Canale,Centre,1982-11-11,26,33,Italy,2008
Pablo Canavosio,Centre,1981-12-26,27,16,Italy,2008
Denis Dallan,Centre,1978-03-04,30,40,Italy,2008
Enrico Patrizio,Centre,1985-01-15,23,1,Italy,2008
Alessio Galante,Wing,1983-10-24,25,0,Italy,2008
Ezio Galon,Wing,1977-07-22,31,11,Italy,2008
Ludovico Nitoglia,Wing,1983-10-27,25,10,Italy,2008
Matteo Pratichetti,Wing,1985-07-27,23,7,Italy,2008
Kaine Robertson,Wing,1980-10-29,28,23,Italy,2008
Alberto Sgarbi,Wing,1986-11-26,22,0,Italy,2008
David Bortolussi,Fullback,1981-07-21,27,10,Italy,2008
Andrea Marcato,Fullback,1983-04-13,25,2,Italy,2008
Ross Ford,Hooker,1984-04-23,24,16,Scotland,2008
Dougie Hall,Hooker,1980-09-24,28,19,Scotland,2008
Scott Lawson,Hooker,1981-09-28,27,15,Scotland,2008
Fergus Thomson,Hooker,1983-09-18,25,3,Scotland,2008
Alasdair Dickinson,Prop,1983-09-11,25,1,Scotland,2008
Bruce Douglas,Prop,1980-02-10,28,43,Scotland,2008
Allan Jacobsen,Prop,1978-09-22,30,22,Scotland,2008
Gavin Kerr,Prop,1977-04-03,31,47,Scotland,2008
Moray Low,Prop,1984-11-28,24,0,Scotland,2008
Euan Murray,Prop,1980-08-07,28,15,Scotland,2008
Craig Smith,Prop,1978-08-30,30,23,Scotland,2008
James Hamilton,Lock,1982-11-17,26,13,Scotland,2008
Nathan Hines,Lock,1976-11-29,32,48,Scotland,2008
Alastair Kellock,Lock,1981-06-14,27,7,Scotland,2008
Scott MacLeod,Lock,1979-03-03,29,14,Scotland,2008
Scott Murray,Lock,1976-01-15,32,87,Scotland,2008
John Barclay,Flanker,1986-09-24,22,1,Scotland,2008
Kelly Brown,Flanker,1982-06-08,26,19,Scotland,2008
Allister Hogg,Flanker,1983-07-20,25,39,Scotland,2008
Ross Rennie,Flanker,1986-03-29,22,0,Scotland,2008
Alasdair Strokosch,Flanker,1983-02-21,25,1,Scotland,2008
Jason White (c),Flanker,1978-04-17,30,63,Scotland,2008
Johnnie Beattie,Number 8,1985-11-21,23,3,Scotland,2008
David Callam,Number 8,1983-02-15,25,10,Scotland,2008
Simon Taylor,Number 8,1979-08-17,29,58,Scotland,2008
Mike Blair,Scrum-half,1981-04-20,27,43,Scotland,2008
Chris Cusiter,Scrum-half,1982-06-13,26,36,Scotland,2008
Rory Lawson,Scrum-half,1981-03-12,27,9,Scotland,2008
Phil Godman,Fly-half,1982-05-20,26,8,Scotland,2008
Calum MacRae,Fly-half,1980-01-26,28,0,Scotland,2008
Dan Parks,Fly-half,1978-05-26,30,37,Scotland,2008
Ben Cairns,Centre,1985-10-29,23,0,Scotland,2008
Nick De Luca,Centre,1984-02-01,24,0,Scotland,2008
Rob Dewey,Centre,1983-10-19,25,13,Scotland,2008
Andrew Henderson,Centre,1980-02-03,28,49,Scotland,2008
Graeme Morrison,Centre,1982-10-17,26,6,Scotland,2008
Simon Danielli,Wing,1979-09-08,29,13,Scotland,2008
Thom Evans,Wing,1985-04-02,23,0,Scotland,2008
Chris Paterson,Wing,1978-03-30,30,81,Scotland,2008
Nikki Walker,Wing,1982-03-05,26,10,Scotland,2008
Simon Webster,Wing,1981-03-08,27,29,Scotland,2008
Rory Lamont,Fullback,1982-03-10,26,14,Scotland,2008
Hugo Southwell,Fullback,1980-05-14,28,36,Scotland,2008
Huw Bennett,Hooker,1983-06-11,25,14,Wales,2008
Matthew Rees,Hooker,1980-12-09,28,16,Wales,2008
Gareth Williams,Hooker,1978-12-19,30,5,Wales,2008
Gethin Jenkins,Prop,1980-11-17,28,53,Wales,2008
Adam Jones,Prop,1981-03-08,27,55,Wales,2008
Duncan Jones,Prop,1978-09-18,30,45,Wales,2008
Rhys M. Thomas,Prop,1982-07-31,26,3,Wales,2008
Ian Evans,Lock,1984-10-04,24,8,Wales,2008
Ian Gough,Lock,1976-11-10,32,45,Wales,2008
Alun Wyn Jones,Lock,1985-09-19,23,18,Wales,2008
Deiniol Jones,Lock,1977-11-18,31,4,Wales,2008
Robin Sowden-Taylor,Flanker,1982-06-09,26,5,Wales,2008
Jonathan Thomas,Flanker,1982-12-27,26,39,Wales,2008
Martyn Williams,Flanker,1975-09-01,33,76,Wales,2008
Gareth Delve,Number 8,1982-09-30,26,4,Wales,2008
Ryan Jones (c),Number 8,1981-03-13,27,16,Wales,2008
Alix Popham,Number 8,1979-10-17,29,32,Wales,2008
Gareth Cooper,Scrum-half,1979-05-07,29,35,Wales,2008
Dwayne Peel,Scrum-half,1981-08-31,27,59,Wales,2008
Mike Phillips,Scrum-half,1982-08-29,26,28,Wales,2008
James Hook,Fly-half,1985-06-27,23,20,Wales,2008
Stephen Jones,Fly-half,1977-12-08,31,62,Wales,2008
Gavin Henson,Centre,1982-02-01,26,23,Wales,2008
Sonny Parker,Centre,1977-08-27,31,27,Wales,2008
Tom Shanklin,Centre,1979-11-24,29,47,Wales,2008
Tom James,Wing,1987-04-11,21,2,Wales,2008
Mark Jones,Wing,1979-11-07,29,35,Wales,2008
Shane Williams,Wing,1977-02-26,31,51,Wales,2008
Lee Byrne,Fullback,1980-06-01,28,14,Wales,2008
Jamie Roberts,Fullback,1986-11-08,22,0,Wales,2008
